,Year,Province Code,GDP ($mm),Pop (k),GDP/capita ($),CPI (healthcare),Private health spend/capita ($),Private health spend total ($mm),Public health spend/capita ($),Public health spend total ($mm),Private drug spend/capita ($),Private drug spend total ($mm),Public drug spend/capita ($),Public drug spend total ($mm),Private hospital spend/capita ($),Private hospital spend total ($mm),Public hospital spend/capita ($),Public hospital spend total ($mm),Non-working age pop (k),Working age pop (k),Pct working age (%)
234,1989,Ont.,282754.0,10107.5,27974.672273064556,81.47625764,581.4346399,5876.86167,1592.269424,16093.89346,172.2589069,1741.110175,78.53135903,793.7572034,72.62272576,734.0355805,727.4889787,7353.108675,,,
235,1990,Ont.,287293.0,10297.9,27898.212256867904,86.35637047,627.9204998,6466.246817,1683.146862,17332.836,185.1075651,1906.214567,90.65992346,933.6045593,77.4362006,797.4283143,751.5820586,7739.698092,,,
236,1991,Ont.,288190.0,10428.1,27635.906828664858,90.95439586,674.9221875,7038.177661,1836.967984,19156.14461,199.901448,2084.598687,102.6820648,1070.782126,84.89799381,885.327486,818.5711105,8536.167591,,,
237,1992,Ont.,293007.0,10569.8,27721.14893375466,93.92571697,716.5435506,7573.7263200000025,1892.322969,20001.48668,222.6807828,2353.692674,118.0560008,1247.829025,88.60873097,936.5770963,827.8054466,8749.742976,,,
238,1993,Ont.,302160.0,10688.4,28269.90007858987,96.44569817,772.1627499,8253.177387,1854.505919,19821.68438,235.7317285,2519.592885,123.3919205,1318.861093,95.29674031,1018.568822,810.5767223,8663.760944,,,
239,1994,Ont.,319901.0,10818.3,29570.35763474853,97.75270334,807.9549245000003,8740.65917,1849.503631,20008.3945,244.1276658,2641.034364,120.6359614,1305.07011,96.32852975,1042.106213,782.5276745,8465.580798,,,
240,1995,Ont.,337337.0,10950.0,30807.03196347032,97.81852374,859.5185522,9411.707518,1815.07408,19875.01761,256.117954,2804.48545,132.6012348,1451.980339,103.4715681,1133.011187,762.3752767,8347.990982,,,
241,1996,Ont.,347738.0,11083.1,31375.51768007146,98.60836859,871.1795427000003,9655.328173,1808.015746,20038.33253,263.1979308,2917.036353,129.7640846,1438.182097,106.394245,1179.17295,766.0767008,8490.467911,4330.142,6752.91,60.929794010700974
242,1997,Ont.,368909.0,11228.3,32855.2853058789,100.0,918.5704661,10313.97007,1824.065275,20481.12294,304.3359679,3417.170679,132.4780187,1487.500818,109.7656777,1232.480203,720.4383929,8089.28688,4383.694,6844.589999999999,60.95838194561954
243,1998,Ont.,389219.0,11367.0,34241.136623559425,102.3131171,976.1175091,11095.5453,1938.069703,22030.0732,339.8382049,3862.946992,144.2617287,1639.825667,113.8429615,1294.054993,744.849167,8466.713888,4440.2119999999995,6926.806,60.93785519486232
244,1999,Ont.,418202.0,11506.4,36345.164430230136,105.1810061,1051.12487,12094.62011,2028.843729,23344.6043,336.0809797,3867.068406,156.365875,1799.201893,118.207184,1360.134295,779.5942453,8970.291261,4485.183,7021.1759999999995,61.01974553292081
245,2000,Ont.,452186.0,11685.4,38696.66421346295,107.3624824,1119.538707,13082.23521,2221.385949,25957.73895,363.2331181,4244.517013,175.1780685,2047.022298,120.3397821,1406.216082,864.7497882,10104.92988,4539.683,7145.697000000001,61.15064097078407
246,2001,Ont.,469045.0,11897.6,39423.49717590102,110.4372355,1192.332893,14185.95586,2320.307668,27606.20157,384.6266084,4576.151613,195.9145958,2330.922703,124.1840691,1477.498217,875.9036991,10421.19302,4603.414,7294.233,61.308440357719206
247,2002,Ont.,494804.0,12102.0,40886.134523219305,112.816173,1308.996538,15841.53501,2442.823028,29563.15421,410.8928924,4972.644274,220.7988712,2672.117875,149.8419056,1813.393485,932.0961212,11280.2692,4652.866,7449.179,61.553288712609486
248,2003,Ont.,509472.0,12262.6,41546.81715133822,115.0634697,1341.305896,16447.84403,2702.342285,33137.63442,440.7255381,5404.423355,243.6544868,2987.827763,152.2912915,1867.4811,1009.035619,12373.35982,4681.392,7581.168000000001,61.82349583285763
249,2004,Ont.,533334.0,12420.3,42940.50868336514,117.1979314,1427.325404,17727.794019999998,2860.524406,35528.53982,462.0015016,5738.192168,266.7342683,3312.916698,168.6253498,2094.375578,1090.528358,13544.67737,4712.876000000001,7707.4130000000005,62.05496646618842
250,2005,Ont.,556607.0,12565.4,44296.79914686361,121.6173014,1499.759757,18845.15024,3006.491046,37777.90089,480.6571498,6039.671461,289.0483074,3632.020898,179.8772068,2260.237329,1124.431912,14128.98848,4758.093727659999,7807.352272,62.13373447721521
251,2006,Ont.,578229.0,12661.6,45667.92506476275,124.5510108,1581.115299,20019.39571,3166.140364,40088.29518,509.9109831,6456.271567,308.3229908,3903.851897,181.6099843,2299.466803,1179.198908,14930.50481,4777.451,7884.115,62.26792032602514
252,2007,Ont.,601735.0,12764.2,47142.39827016186,127.4188999,1649.37177,21052.9029,3360.424178,42893.10949,537.6026602,6862.065187,315.9062101,4032.288467,186.4529879,2379.922296,1235.893793,15775.18937,4805.281,7958.913999999999,62.3534103194873
253,2008,Ont.,608446.0,12882.6,47230.06225451384,129.609779,1693.898396,21821.85783,3571.602110000001,46011.61063,566.4786617,7297.732169,332.8219913,4287.620906,197.3653474,2542.583758,1295.07925,16684.02033,4850.869999999999,8031.754999999999,62.34576094887677
254,2009,Ont.,597876.0,12997.7,45998.599752263865,131.9605078,1742.583432,22649.55402,3774.128205,49054.9371,577.5190389,7506.411705,356.8150162,4637.769897,216.2902502,2811.272973,1344.116994,17470.41197,4894.146000000002,8103.540999999999,62.345961208521494
255,2010,Ont.,630983.0,13135.1,48037.92890804029,133.6718383,1800.701239,23652.32422,3884.791551,51026.98176,633.5315706,8321.477092,349.0288108,4584.515419,225.5503821,2962.618479,1380.363012,18131.15512,4938.686000000001,8196.376999999999,62.40056794390602
256,2011,Ont.,659740.0,13263.5,49741.018584838086,135.63704750000002,1833.211067,24314.87564,3933.094717,52166.77484,653.6304406,8669.456109,346.932431,4601.553563,229.1168742,3038.901742,1416.374848,18786.15012,4990.302000000001,8273.241999999998,62.37600934896519
257,2012,Ont.,680086.0,13413.7,50700.85062287065,135.4771979,1853.154444,24857.66147,3984.171432,53442.48831,646.7811154,8675.729142,341.7622425,4584.296876,233.041362,3125.947383,1432.129779,19210.16208,5059.681,8354.021,62.279766209174205
258,2013,Ont.,695354.0,13555.8,51295.681553283466,136.18241650000002,1890.936754,25633.07346,3977.38037,53916.38985,657.4107301,8911.698134,343.4174506,4655.282479,243.898117,3306.222875,1429.562241,19378.79406,5130.56,8425.194000000001,62.151949718939505
259,2014,Ont.,726053.0,13680.4,53072.49788017894,138.1476258,1920.524628,26273.59314,4046.595655,55359.14836,657.8088456,8999.104577,362.1020794,4953.71034,249.1384784,3408.320268,1416.528035,19378.70554,5191.9529999999995,8488.472,62.04841963685273
260,2015,Ont.,762029.0,13789.6,55261.138829262636,140.1786554,2026.173887,27940.12136,4090.073978,56400.47185,682.9320398,9417.357607,381.5030933,5260.773911,259.9177775,3584.161405,1409.894043,19441.87067,5250.127,8539.470000000001,61.926886929280045
261,2016,Ont.,794835.0,13976.3,56870.20169858976,141.8053597,2114.23455,29549.21862,4124.582304,57646.48214,674.6716948,9429.427502,375.6015607,5249.527605,267.561339,3739.522893,1416.566956,19798.39307,,,
262,2017,Ont.,830301.1452,14193.4,58499.101356968735,145.5383169,2176.294379,30888.98182,4186.733815,59423.92074,690.655745,9802.7422,382.3708381,5427.136135,275.3137715,3907.634079,1431.019021,20311.00247,,,
263,2018,Ont.,861595.2186,14327.0,60137.86686675508,147.4794196,2266.236053,32468.40561,4317.59724,61858.29505,707.0659632,10130.14706,412.4244874,5908.813215,286.1027856,4098.999871,1479.426277,21195.76748,,,
264,1975,Man.,,1025.0,,31.55719283,118.992495,121.9636186,414.032522,424.3705,43.16954283,44.24744314,6.841173393,7.011990651,8.785631565,9.005,236.1432875,242.0395492,,,
265,1976,Man.,,1031.8,,36.30850051,125.6593364,129.6506539,484.3496035,499.734,40.90366634,42.20288949,8.935219212,9.219028579,10.09049559,10.411,264.4820401,272.8827831,,,
266,1977,Man.,,1038.0,,38.01046148,146.3011187,151.86173169999995,533.8362036,554.12625,41.50758974,43.08521021,9.992697551,10.3725,10.84962736,11.262,287.3559408,298.2777654,,,
267,1978,Man.,,1041.2,,40.20882772,153.6547639,159.99194740000004,565.7015221,589.03275,43.20994926,44.9920572,11.71916642,12.2025,11.79167591,12.278,292.0437821,304.0885438,,,
268,1979,Man.,,1037.4,,42.39202658,182.1879082,188.9997319,611.4577078,634.3195,54.63563968,56.67841161,12.74232713,13.21875,13.69592313,14.208,314.0702416,325.8130139,,,
269,1980,Man.,,1034.6,,46.93877551,224.5416572,232.3211274,714.3460179,739.09525,69.82515644,72.24431881,15.05974024,15.5815,15.41203465,15.946,367.8488655,380.5933573,,,
270,1981,Man.,13830.0,1036.4,13344.268622153608,50.84954912,277.47695310000006,287.5862709,835.2192086,865.64875,81.85902379,84.8413936,18.23755129,18.902,18.50384926,19.178,430.3423376,446.021,,,
271,1982,Man.,14333.0,1046.8,13692.20481467329,55.31086853,301.0252108,315.1071702,971.5381933,1016.98675,91.91005186,96.20960409,22.75096009,23.81525,19.77875007,20.704,490.131403,513.05975,,,
272,1983,Man.,15369.0,1061.1,14484.026010743568,61.14855244,318.1597871,337.5913961,1075.325024,1141.0005,104.251931,110.6191177,27.79139081,29.48875,21.048465,22.334,533.6471071,566.2396042,,,
273,1984,Man.,17284.0,1071.9,16124.638492396678,63.76839108,343.12698,367.7858005,1142.1741539999996,1224.2565,105.9296424,113.5422762,32.57826312,34.9195,22.84522771,24.487,574.2817978,615.5525592,,,
274,1985,Man.,18842.0,1082.3,17409.221103206135,66.6350261,383.9751079,415.56474,1211.277916,1310.92975,111.7562773,120.9504663,36.26128415,39.2445,24.22408456,26.217,609.4847431,659.627053,,,
275,1986,Man.,19387.0,1091.7,17758.541723916827,69.95728524,424.9684165,463.9303709,1306.042922,1425.783549,125.739608,137.2676667,38.62401745,42.16514462,26.17974131,28.57995236,653.4334238,713.3415069,,,
276,1987,Man.,20771.0,1098.0,18917.12204007286,72.79544376,409.7772842,449.9452927,1393.621496,1530.22985,129.2728744,141.9447186,45.91089571,50.41126535,28.71395491,31.52861163,700.5904744,769.2651551,,,
277,1988,Man.,22421.0,1102.0,20345.73502722323,77.99715235,395.0591892,435.3690536,1482.952907,1634.266007,130.1574561,143.4380721,51.98663344,57.29108958,31.97634497,35.23905133,749.6686783,826.1611219,,,
278,1989,Man.,23827.0,1103.6,21590.250090612542,82.40151875,438.7738964,484.2133211,1606.819387,1773.2216030000006,132.1524159,145.83812,52.19927187,57.60502846,35.6333976,39.32359225,797.1011011,879.6488911,,,
279,1990,Man.,24748.0,1105.7,22382.201320430497,85.68580921,482.2542015,533.2130384999998,1764.665311,1951.133965,146.0359694,161.4672982,56.92237834,62.93725221,36.84365786,40.7368535,840.6161926,929.4424244,,,
280,1991,Man.,24596.0,1109.6,22166.54650324441,90.24205031,513.7098399,570.0196302999999,1807.822976,2005.985683,159.757724,177.2694071,65.21089908,72.35892657,39.47375596,43.80063225,837.5969583,929.4093112,,,
281,1992,Man.,25088.0,1112.7,22546.95785027411,93.55481728,541.5616274,602.5934566000002,1886.70474,2099.328817,175.0618699,194.7906424,78.65206946,87.51584308,40.57337044,45.145827,883.0001582,982.5107441,,,
282,1993,Man.,25134.0,1117.6,22489.262705798137,94.99762696,590.7569469,660.2423698,1869.051669,2088.891396,188.584908,210.7664535,81.14997688,90.69491831,42.17965214,47.140865,876.2231248,979.2853649,,,
283,1994,Man.,26634.0,1123.2,23712.606837606836,96.17465591,613.6210985,689.2370129,1883.553294,2115.661683,199.341639,223.9063098,76.98655993,86.47353672,42.18306774,47.381245,878.1113375,986.3201195,,,
284,1995,Man.,27650.0,1129.1,24488.53068815871,97.33270052,651.8966217,736.0864627999997,1930.110923,2179.377028000001,213.0093251,240.5186274,95.88678928,108.2701846,43.92270641,49.59514825,879.6068537,993.2045604,,,
285,1996,Man.,29059.0,1134.2,25620.701816258155,98.88941623,693.6886860000003,786.7733834,1926.756704,2185.304333,233.5685882,264.9106899,91.02982792,103.2449385,41.73042961,47.3301525,829.5855566,940.9059833,479.08299999999997,655.105,57.75921354258509
286,1997,Man.,30187.0,1136.1,26570.72440806267,100.0,746.9101061000001,848.5922072000003,1982.102197,2251.939643,245.0900285,278.4558497,93.31075272,106.0137987,64.98515804,73.8320425,823.7201523,935.8589427,478.887,657.25,57.85142152979492
287,1998,Man.,31686.0,1137.5,27855.824175824175,101.518747,789.199609,897.7263932,2099.865758,2388.628797,259.5228541,295.2111393,105.9733823,120.546312,66.50775594,75.65357,867.2415535,986.5002757,478.1739999999999,659.341,57.96404395604395
288,1999,Man.,32779.0,1142.5,28690.590809628007,103.0090176,862.9219668,985.8805807,2376.355823,2714.96514,253.6585251,289.802582,125.7249778,143.6396556,94.5149743,107.9825075,895.8733815,1023.527276,478.2680000000001,664.223,58.137680525164114
289,2000,Man.,34900.0,1147.4,30416.59403869618,107.2899858,922.3202013,1058.245296,2619.418826,3005.450436,277.7211966,318.6498025,148.7469902,170.6682804,112.2333212,128.7734825,943.3518999,1082.376499,478.545,668.8280000000001,58.29074429144152
290,2001,Man.,36078.0,1151.3,31336.74976113958,111.1153299,1039.769317,1197.070818,2766.215265,3184.702141,286.5847696,329.9407465,179.7745251,206.9717141,162.7848773,187.4117875,1006.501594,1158.770188,478.01700000000005,673.268,58.47893685399115
291,2002,Man.,37582.0,1155.6,32521.633783316025,113.8870432,1079.230331,1247.141303,2907.853922,3360.269467,311.353523,359.7951495,210.5658206,243.3264933,145.8658501,168.5602425,1073.852031,1240.926226,476.6090000000001,678.975,58.75519210799586
292,2003,Man.,38517.0,1161.9,33150.012909888974,117.1048885,1103.426926,1282.067332,3137.396533,3645.328482,336.7634983,391.2841616,241.3646104,280.4405753,131.7696227,153.1025975,1129.978077,1312.917008,476.174,685.722,59.01729925122643
293,2004,Man.,41015.0,1170.6,35037.58756193405,119.326056,1149.284411,1345.300614,3322.865721,3889.5970840000014,347.821653,407.1443751,258.1948808,302.2313087,138.3464553,161.942135,1193.438152,1396.984996,475.935,694.6199999999999,59.33880061506919
294,2005,Man.,43078.0,1174.2,36687.106114801565,121.1960133,1226.097135,1439.621952,3568.328439,4189.752837,364.3412785,427.7913122,274.8724232,322.7414556,143.1711487,168.1044042,1257.468334,1476.456445,475.089405291,699.0605947,59.53505320218021
295,2006,Man.,46623.0,1183.5,39394.169835234476,122.8476507,1319.10467,1561.192035,3743.789569,4430.864806000001,410.9261167,486.3409213,289.1795163,342.2508978,149.22824,176.6152035,1337.633764,1583.121663,477.215,706.309,59.67967891846219
296,2007,Man.,49726.0,1189.4,41807.63410122751,124.4897959,1360.786884,1618.473653,3938.015142,4683.741317,426.1646144,506.8657027,301.1329461,358.1572875,147.2159188,175.0936085,1449.779399,1724.318324,478.12300000000005,711.243,59.7984698167143
297,2008,Man.,52154.0,1197.8,43541.49273668392,126.5401044,1456.757573,1744.866345,4193.21897,5022.528659000001,440.7503073,527.9192585,307.7637939,368.6314705,162.3216029,194.4245956,1583.87713,1897.126846,481.017,716.757,59.839455668725996
298,2009,Man.,50805.0,1208.6,42036.240278007615,130.28001899999998,1534.075315,1854.066551,4530.279988,5475.246561,499.2417728,603.3781149,312.8502692,378.107394,177.7970294,214.883534,1687.987025,2040.082551,484.79400000000004,723.7950000000001,59.887059407579024
299,2010,Man.,53312.0,1220.9,43666.14792366287,131.1532985,1636.519208,1998.075397,4661.537518,5691.411002000003,554.2601563,676.7128526,316.8404124,386.8399647,198.1059767,241.8735302,1753.307001,2140.665117,488.49100000000004,732.4390000000001,59.99172741420264
300,2011,Man.,56201.0,1233.7,45554.83504903947,132.0740389,1596.887153,1970.124394,4818.080365999999,5944.200654,533.1867023,657.8073638,325.3432289,401.3850511,194.1775691,239.5623039,1805.913152,2228.005621,493.02,740.7079999999999,60.039555807732825
301,2012,Man.,59782.0,1250.3,47814.124610093575,132.4632178,1653.307819,2067.072901,5014.167296000001,6269.037875,531.512878,664.5319484,319.8491562,399.8962052,197.5506821,246.9907035,1821.680567,2277.583454,500.70099999999996,749.5640000000001,59.95073182436216
302,2013,Man.,62313.0,1265.6,49235.93552465234,130.1091599,1567.04813,1983.237309,5120.099095000001,6479.935973,513.6745225,650.1003116,309.5725577,391.7913141,192.680991,243.8547501,1839.982815,2328.660171,507.741,757.847,59.88045195954488
303,2014,Man.,64238.0,1280.9,50150.67530642517,130.1281443,1632.479164,2091.062151,5050.830968,6469.669997,520.682924,666.9490055,309.7652756,396.7820588,195.2603227,250.1112905,1816.211687,2326.407345,514.3639999999999,766.548,59.84448434694355
304,2015,Man.,66346.0,1295.4,51216.61262930369,131.8367347,1743.544593,2258.6260230000007,5256.978763,6810.005944,509.5810678,660.122526,325.9865208,422.2901107,274.1679512,355.1631956,1881.307719,2437.087408,521.5780000000001,773.8439999999998,59.73784159333023
305,2016,Man.,67863.0,1318.1,51485.47151202489,133.5643094,1813.636186,2390.581061,5251.606575,6922.2214,515.8253701,679.9171576,322.4638184,425.0443959,308.0360897,406.0269903,1900.174208,2504.648126,,,
306,2017,Man.,70900.52193999999,1338.1,52985.966624318055,136.41196010000002,1885.622532,2523.168481,5352.665592,7162.450003,519.9801426,695.7901086,311.454656,416.7602783,333.5382546,446.3105403,1917.237271,2565.472447,,,
307,2018,Man.,73455.09815,1351.9,54334.71273762852,139.5042913,1958.648232,2647.935016,5394.992242,7293.595979000002,529.3779748,715.6764819,311.2911028,420.8405561,362.5231498,490.1021668,1912.366969,2585.366468,,,
308,1975,Sask.,,917.4,,25.43364294,122.7495736,112.6118091,358.1656901,328.5851439,27.0499183,24.8158926,11.68314965,10.71825,8.649340372,7.935,198.9556959,182.5241439,,,
309,1976,Sask.,,931.6,,25.19544569,135.7508592,126.4680797,422.7826203,393.8723219,23.97430377,22.3349169,19.06519725,17.7615,8.906001273,8.297,240.9121346,224.4383219,,,
310,1977,Sask.,,944.8,,26.62382232,152.08344730000005,143.6885931,469.59954410000006,443.6781188,22.30562418,21.07437603,21.81888038,20.6145,9.563918751,9.036,266.4586181,251.7503688,,,
311,1978,Sask.,,951.9,,28.81988709,151.9047983,144.6009118,501.915503,477.7824018,22.66216741,21.57252508,24.68726298,23.50025,11.00935165,10.48,278.2376232,264.8594018,,,
312,1979,Sask.,,959.5,,29.99453651,165.92956740000002,159.21257260000004,567.2163377999998,544.2548532000002,23.14618582,22.20920507,27.79413435,26.669,12.09772813,11.608,299.2850692,287.1697103,,,
313,1980,Sask.,,967.4,,33.22709889,172.83318290000003,167.1912164,670.3752565000002,648.4915265999998,23.9947662,23.21148106,32.26475052,31.2115,14.05894004,13.6,349.0203497,337.6269294,,,
314,1981,Sask.,15099.0,975.9,15471.872118044881,37.78000364,190.4789798,185.8821506,782.0081953,763.1359915,32.04208503,31.2688134,37.14286885,36.2465,17.09044368,16.678,382.2998775,373.0738345,,,
315,1982,Sask.,15274.0,987.3,15470.475032918059,41.93225278,206.7352266,204.1043141,937.7926085,925.8582598,42.38848645,41.84905058,45.81326967,45.23025,19.35227708,19.106,436.0245754,430.4757266,,,
316,1983,Sask.,16226.0,1001.9,16195.229064776924,46.02076125,218.6605895,219.0699222,1036.589734,1038.53023,41.00144145,41.07819614,54.13965057,54.241,20.66331827,20.702,472.5890383,473.473725,,,
317,1984,Sask.,17321.0,1015.5,17056.622353520434,48.53396467,254.67544930000003,258.62139069999995,1095.729671,1112.706907,50.7674204,51.55401081,61.96023807,62.92025,22.42947767,22.777,492.4776808,500.1081299,,,
318,1985,Sask.,18191.0,1025.5,17738.664066309117,49.99089419,324.9320358,333.2077298,1165.852871,1195.545978,60.59631012,62.13963754,72.15169059,73.989322,23.51996989,24.119,511.5410817,524.5695215,,,
319,1986,Sask.,17955.0,1029.3,17443.893908481492,51.62083409,366.9729044,377.7142013,1288.212811,1325.9188,71.64860459,73.74575924,85.79111958,88.30222565,27.0775117,27.87007047,539.8932449,555.6959202,,,
320,1987,Sask.,18501.0,1032.7,17915.173816209935,67.51957749,383.0069991,395.5485632,1328.72403,1372.233099,86.03360828,88.85077879,73.319893,75.72075289,30.03269082,31.01611129,549.6827055,567.6820657,,,
321,1988,Sask.,19120.0,1028.0,18599.221789883268,82.6625387,359.2842374,369.3485074,1428.286818,1468.295989,108.6636695,111.7075562,71.07767424,73.06870206,37.63098149,38.68510054,577.1734506,593.3412333,,,
322,1989,Sask.,20123.0,1019.2,19743.916797488226,85.59460936,415.7134827,423.7043272,1598.434066,1629.159165,137.7956086,140.4443158,85.57900401,87.22400363,44.76509387,45.6255685,632.4852925,644.6429248,,,
323,1990,Sask.,21625.0,1007.1,21472.54493098997,88.91822983,456.84480430000013,460.0947983,1779.423371,1792.082189,152.8118003,153.8989034,102.7329162,103.4637582,49.64946918,50.0026755,702.5656764,707.5637286,,,
324,1991,Sask.,21776.0,1002.7,21717.36311957714,92.96120925,489.5944842,490.909535,1824.010473,1828.909765,161.7633923,162.1978888,110.2917016,110.5879451,52.39926433,52.54000875,734.2765832,736.2488501,,,
325,1992,Sask.,21730.0,1004.0,21643.426294820718,96.28482972,503.8359765,505.8291516,1812.366564,1819.536286,175.0697759,175.7623519,103.8819061,104.2928629,41.51590184,41.68013875,725.291866,728.1611206,,,
326,1993,Sask.,23089.0,1006.9,22930.77763432317,100.0182116,570.1988832000002,574.1070262999998,1716.0574399999994,1727.819298,220.0094463,221.5173911,80.06553418,80.61430335,31.90155673,32.12021,697.571213,702.352366,,,
327,1994,Sask.,24665.0,1009.5,24432.887568103022,101.1200146,600.6691052,606.3880757999998,1762.0536329999998,1778.830145,236.2335631,238.4827429,80.85393509,81.62374541,30.11814062,30.40489543,655.7293822,661.9725817,,,
328,1995,Sask.,26580.0,1014.1,26210.432896164086,102.4221453,612.8391257999998,621.4960912,1795.4192890000006,1820.781382,238.196965,241.5617354,90.94471601,92.22940107,24.59100092,24.93837339,629.4934283,638.3856524,,,
329,1996,Sask.,29100.0,1019.1,28554.607006181926,102.8045893,615.9676571,627.7326393,1827.388928,1862.292057,235.8850493,240.3904537,94.38759217,96.19039518,23.02873859,23.4685875,638.4033379,650.5968416,459.476,559.624,54.91355117260328
330,1997,Sask.,29172.0,1018.1,28653.37393183381,100.0,668.0456935,680.1152751,1941.004517,1976.072646,252.7905741,257.3577414,99.4943582,101.2919228,26.73247193,27.2154475,652.6324897,664.4236009,456.3310000000001,561.736,55.17493370002946
331,1998,Sask.,29852.0,1017.5,29338.574938574937,102.5951557,663.0679386,674.6756058999998,2067.327921,2103.518563,257.2554261,261.7589396,111.6075354,113.5613369,37.99085214,38.65592,690.3619249,702.4474007,453.519,563.987,55.42869778869779
332,1999,Sask.,31116.0,1014.7,30665.221247659407,103.059552,716.4561616000003,726.9930824,2222.271068,2254.954009,271.4551013,275.4473914,127.1516077,129.0216264,41.21080026,41.8168875,758.9077797,770.0690364,449.224,565.483,55.7290824874347
333,2000,Sask.,34278.0,1007.8,34012.70093272475,105.1538882,772.5765921,778.5771945,2369.002165,2387.402205,290.2818289,292.5364478,142.6437379,143.7516518,51.63425921,52.0353025,819.8057493,826.1731806,443.58,564.187,55.98204008731892
334,2001,Sask.,33697.0,1000.1,33693.63063693631,108.6140958,875.3830373,875.5003386,2594.926035,2595.273755,323.7436782,323.7870598,172.9229677,172.9461394,74.09335899,74.1032875,890.5843445,890.7036828,437.579,562.555,56.24987501249874
335,2002,Sask.,35052.0,995.9,35196.304849884524,109.2606083,907.5746154,903.8408534,2747.441568,2736.138593,333.3495062,331.9781063,201.318873,200.4906471,92.26908251,91.8894875,960.4199939,956.468826,432.558,563.3280000000001,56.56471533286476
336,2003,Sask.,37516.0,994.7,37715.894239469184,110.8085959,980.1315521,974.9682191,2934.130603,2918.673603,361.5646731,359.6599504,227.0673924,225.8712014,87.99445227,87.5308975,991.7219342,986.497543,428.08600000000007,566.646,56.966522569618974
337,2004,Sask.,41518.0,994.9,41730.82721881596,111.7738117,1030.974198,1025.714168,3136.5370420000004,3120.53443,388.3148865,386.333704,246.945721,245.6858039,75.48010952,75.09501,1056.806937,1051.415108,423.721,571.177,57.41049351693638
338,2005,Sask.,44880.0,990.0,45333.333333333336,113.5130213,1070.567015,1059.90845,3421.054010000001,3386.993997,405.3659791,401.3301554,270.8203599,268.1240724,77.72373486,76.94991735,1155.753112,1144.246434,418.0931780750001,571.95082193,57.77281029595959
339,2006,Sask.,46171.0,992.3,46529.275420739694,115.7439446,1181.020159,1171.928666,3651.4485270000014,3623.339676,402.7722373,399.6716966,292.2397126,289.9900513,88.38987903,87.70945374,1252.373372,1242.732602,416.11499999999995,576.187,58.06580671167993
340,2007,Sask.,52382.0,1002.0,52277.44510978044,118.2571481,1224.909368,1227.417983,3899.815722,3907.802544,418.9746037,419.8326637,340.1934162,340.8901323,106.0740216,106.2912612,1324.107102,1326.818874,416.933,585.115,58.394710578842314
341,2008,Sask.,67620.0,1017.3,66470.06782659983,118.2753597,1217.456816,1238.574822,4168.920384,4241.234477,406.4697329,413.5203568,361.1921479,367.4573869,125.618996,127.7979831,1413.041893,1437.552518,419.734,597.6120000000001,58.744913005013274
342,2009,Sask.,60083.0,1034.8,58062.42752222652,124.8406483,1316.413898,1362.201407,4341.478183,4492.483478,440.5060084,455.8276883,372.8022678,385.7690763,121.456188,125.6806772,1495.785397,1547.811804,422.286,612.496,59.189795129493625
343,2010,Sask.,63370.0,1051.4,60272.018261365796,125.4507376,1464.753215,1540.078149,4547.707064,4781.5729,500.7095177,526.4585046,383.466282,403.1860356,128.1404797,134.7301038,1621.26755,1704.641234,424.815,626.61,59.597679284763174
344,2011,Sask.,74820.0,1066.3,70167.87020538311,124.2578765,1446.465611,1542.437158,4790.702665999999,5108.560997,517.0634498,551.3700926,379.5834292,404.7684101,135.366841,144.3482956,1660.934352,1771.135685,427.6739999999999,638.6750000000001,59.896370627403186
345,2012,Sask.,77957.0,1086.0,71783.60957642726,124.6949554,1481.439635,1608.87011,4839.792758,5256.102051,506.7512599,550.3409897,364.6450591,396.0110978,142.0763658,154.2974906,1703.869974,1850.433462,434.56,651.4580000000001,59.98692449355434
346,2013,Sask.,83158.0,1104.8,75269.7320782042,125.523584,1502.530802,1660.033594,4991.95238,5515.233788000001,512.6994389,566.4431576,367.0574297,405.5342247,137.2301101,151.6152563,1731.435551,1912.933282,440.679,664.1460000000001,60.114590876176685
347,2014,Sask.,82856.0,1120.6,73938.96127074781,127.0806775,1464.945396,1641.674943,5045.480734000002,5654.162484,523.6171581,586.7858084,375.6101487,420.9233814,136.7982401,153.301443,1750.629648,1961.823858,446.724,673.9150000000002,60.13876494734966
348,2015,Sask.,78377.0,1131.2,69286.59830268742,129.12948459999998,1602.291152,1812.431637,5193.133046,5874.212445,548.742068,620.7095902,383.72201,434.0471516,145.0250263,164.0450585,1758.64918,1989.29602,452.30199999999996,678.8480000000001,60.011315417256014
349,2016,Sask.,75261.0,1148.6,65524.11631551454,130.1220178,1672.263603,1920.741907,5307.924816,6096.618749,537.1762339,616.9941762,372.9993455,428.4225723,149.070374,171.2204427,1770.580444,2033.667451,,,
350,2017,Sask.,78650.80082,1163.9,67575.22194346593,132.05244950000002,1702.7717280000006,1981.898584,5303.759175,6173.177898,548.5903364,638.5180073,370.5194342,431.2568325,151.8042223,176.6887295,1760.578711,2049.181576,,,
351,2018,Sask.,82556.26883,1171.6,70464.55174974394,133.0032371,1755.515222,2056.760284,5175.264808,6063.3362689999985,564.6292762,661.5192256,372.7754448,436.7434244,158.1508366,185.2893985,1770.48821,2074.302625,,,
352,1975,Alta.,,1808.7,,28.51865943,129.69114620000002,234.5710792,418.9619252,757.7722445,38.10062232,68.91221458,7.142600446,12.91875,13.13879106,23.764,228.2758485,412.8802445,,,
