Year,Category,Hospitals ,Other institutions ,Physicians ,Other professionals: Dental services ,Other professionals: Vision care services ,Other professionals: Other services,Total other professionals,Prescribed drugs ,Non-prescribed drugs ,Total drugs,Capital ,Public health ,Administration ,Other health spending: Health research ,Other health spending: Other ,Total other health spending,Grand total 
1996,A.3.3.2: Percentage by year,41.37022351,12.39615296,20.03279677,0.703346128,0.370314087,0.801518615,1.875178829,6.265101706,,6.265101706,3.170744628,6.164447151,2.171374132,0.878813191,5.675167129,6.55398032,100.0
1997,A.3.3.2: Percentage by year,40.40598089,12.37888506,20.1119896,0.6614535779999999,0.389651046,0.8117278920000001,1.862832515,6.518532577999999,,6.518532577999999,3.183659125,6.196360016,2.204407959,1.2970700720000001,5.840282198,7.137352271,100.0
1998,A.3.3.2: Percentage by year,39.7678783,12.12193248,19.65179259,0.595402064,0.345889371,0.8130332720000001,1.7543247069999999,6.77297384,,6.77297384,3.167155988,7.259375399,2.271468344,1.240335217,5.9927631329999995,7.23309835,100.0
1999,A.3.3.2: Percentage by year,39.11008849,11.97494381,19.3644943,0.600487444,0.34647391200000005,0.827525793,1.774487149,7.1914442560000005,,7.1914442560000005,4.150582095,6.982616965,2.2926007719999997,1.095446323,6.063295844,7.158742167000001,100.0
2000,A.3.3.2: Percentage by year,38.90419433,11.79497905,18.83160243,0.573983957,0.3326873,0.833267282,1.73993854,7.643834934,,7.643834934,4.525350202,7.067982563,2.303193301,1.260912124,5.928012536000001,7.1889246589999996,100.0
2001,A.3.3.2: Percentage by year,38.14993678,11.71489066,18.67256057,0.542401514,0.330468356,0.7458231059999999,1.6186929769999998,8.096449796,,8.096449796,4.560818274,7.470547676,2.3165145369999998,1.68861048,5.710978256000001,7.399588736,100.0
2002,A.3.3.2: Percentage by year,38.39803718,11.64846964,18.69555942,0.527567659,0.300169715,0.652438244,1.480175618,8.53028193,,8.53028193,4.630930058,7.276545779,2.3226824,1.484609536,5.532708432000001,7.0173179679999995,100.0
2003,A.3.3.2: Percentage by year,38.00933128,11.36930631,18.58045251,0.47285180200000004,0.281862616,0.608701927,1.363416345,8.750544684,,8.750544684,4.830393602,7.937876932,2.336424183,1.5307986580000001,5.291455501000001,6.822254159,100.0
2004,A.3.3.2: Percentage by year,38.32028416,11.548551699999999,18.56158595,0.461968505,0.271950855,0.576628557,1.310547917,8.987355431000001,,8.987355431000001,4.7934521839999995,7.581258286,2.317592391,1.518603224,5.060768755,6.579371978999999,100.0
2005,A.3.3.2: Percentage by year,37.76719301,11.25981735,18.62561204,0.458325266,0.226981187,0.477956435,1.163262888,9.080723718,,9.080723718,5.2068953669999996,7.952744117,2.37485291,1.4776922369999999,5.091206365,6.568898602000001,100.0
2006,A.3.3.2: Percentage by year,37.82794406,11.04551476,18.80992895,0.48056676600000003,0.22059144100000003,0.459973997,1.161132205,9.142252669,,9.142252669,4.94056757,8.067120014,2.28121428,1.63751318,5.086812313,6.724325492999999,100.0
2007,A.3.3.2: Percentage by year,37.71140258,10.84948152,18.9625975,0.482181039,0.21343232199999998,0.482289077,1.1779024390000001,9.027217198999999,,9.027217198999999,5.076459531,8.05813425,2.268665542,1.7072044830000002,5.160934968,6.868139451,100.0
2008,A.3.3.2: Percentage by year,37.39427796,10.55812913,19.28086925,0.48369379799999995,0.21790162,0.510680593,1.212276011,8.853507112,,8.853507112,5.5733620120000005,7.822007465,2.017335371,1.98089318,5.307342505,7.288235686,100.0
2009,A.3.3.2: Percentage by year,37.440934399999996,10.59637111,19.58853398,0.516441491,0.229422271,0.510340693,1.2562044540000001,8.907324497000001,,8.907324497000001,5.612285686,7.609016875,1.910533124,1.809682105,5.269113772,7.078795877,100.0
2010,A.3.3.2: Percentage by year,37.93519332,10.58731593,19.92357483,0.5261206939999999,0.22958079899999997,0.49418114399999996,1.249882637,8.617036076,,8.617036076,5.905786297000001,7.245403775,1.783566505,1.5770391780000002,5.175201451,6.752240629,100.0
2011,A.3.3.2: Percentage by year,38.15190365,10.44954937,20.44951883,0.512887808,0.23665999399999998,0.506957443,1.256505244,8.499216022999999,,8.499216022999999,5.529212621,7.364097961,1.72954815,1.47921465,5.091233511,6.57044816,100.0
2012,A.3.3.2: Percentage by year,38.17766963,10.38526496,20.55085762,0.53138606,0.244157966,0.524446277,1.299990303,8.251197551,,8.251197551,5.595841652000001,7.491317746,1.75301299,1.446742872,5.0481046769999995,6.494847549,100.0
2013,A.3.3.2: Percentage by year,38.19112865,10.49469875,21.06237883,0.531082811,0.242349285,0.47839345299999997,1.251825549,8.114460016,,8.114460016,5.015855776,7.669566492,1.7405636309999999,1.3921576469999999,5.067364662,6.459522309,100.0
2014,A.3.3.2: Percentage by year,37.88970793,10.57961017,21.38032683,0.533696871,0.255682545,0.431862022,1.221241437,8.227190942,,8.227190942,4.536685205,7.943949634,1.685468641,1.447628902,5.088190315,6.535819217,100.0
2015,A.3.3.2: Percentage by year,37.04444964,10.95213958,21.38049167,0.53724498,0.27026960899999997,0.722110577,1.5296251669999998,8.285723159,,8.285723159,4.4815660489999996,7.879515491,1.5961053669999998,1.338150884,5.512233,6.850383882999999,100.0
2016,A.3.3.2: Percentage by year,36.71582417,10.98252689,21.71828018,0.5588954420000001,0.28277001,0.81249294,1.6541583919999998,8.275193995,,8.275193995,3.9821862510000003,8.004328264,1.6069852340000002,1.36919789,5.691318732999999,7.060516623,100.0
2017,A.3.3.2: Percentage by year,36.75678644,11.09133777,21.64951081,0.556005977,0.286401756,0.859710034,1.7021177669999998,8.123331242999999,,8.123331242999999,3.903460912,8.062754802,1.5961731000000001,1.333645,5.7808821560000005,7.114527156,100.0
2018,A.3.3.2: Percentage by year,36.87413895,11.19899583,21.53740052,0.562805695,0.29053786800000003,0.871422067,1.72476563,8.231419299,,8.231419299,3.52546496,8.123619818,1.578347841,1.335445043,5.870402106,7.205847148999999,100.0
1975,A.3.3.3: Expenditures by year,221.95617709999996,34.42123745,78.34487568,2.4367954419999998,1.549493269,2.018682211,6.004970922,6.851334105,,6.851334105,16.26526929,17.57825574,11.72555191,3.0385069610000004,5.671087254,8.709594215,401.8572664
1976,A.3.3.3: Expenditures by year,254.91397740000002,42.6052463,87.05907016,2.976830824,1.733331463,2.299583395,7.009745682,9.204410272,,9.204410272,15.64926527,21.77480447,12.78885725,3.238070198,7.048253202000001,10.2863234,461.29170020000004
1977,A.3.3.3: Expenditures by year,268.59770130000004,49.53066321,94.92230038,3.5279163939999996,1.890727445,2.551502637,7.970146476,11.23490212,,11.23490212,16.24555481,25.22581535,13.40920709,3.9229457489999997,8.165166348,12.0881121,499.2244028
1978,A.3.3.3: Expenditures by year,286.35027660000003,57.06664136,105.50862990000002,4.338206776,2.1663167580000002,3.151651773,9.656175306,13.68510208,,13.68510208,18.97991601,25.68071743,13.37753051,4.474975456,9.405363007,13.88033846,544.1853277
1979,A.3.3.3: Expenditures by year,309.382585,65.34116528,115.8790905,5.9429139929999995,2.396091606,3.6723802119999998,12.01138581,15.96603832,,15.96603832,22.63556223,29.21233783,14.53241338,5.099186627,11.22920086,16.32838749,601.2889658
1980,A.3.3.3: Expenditures by year,350.1850131,74.29734756,131.9941136,7.951367665,2.742218786,4.27890457,14.97249102,18.96755486,,18.96755486,25.91339672,34.4821532,16.12019514,5.690909853,14.34857755,20.0394874,686.9717525000001
1981,A.3.3.3: Expenditures by year,408.0254278,86.48781083,152.0975392,11.21833796,3.1725423389999996,5.1035403089999996,19.49442061,22.83862414,,22.83862414,29.48825818,40.53557344,17.92951702,6.637102805,19.94191282,26.57901563,803.4761867999999
1982,A.3.3.3: Expenditures by year,477.83232010000006,100.7811206,173.3114749,10.75112481,3.62798418,5.693606184,20.07271518,27.21568572,,27.21568572,36.05843868,45.77292303,21.76231699,7.334404551,23.34701567,30.68142022,933.4884153999999
1983,A.3.3.3: Expenditures by year,519.3583291,110.1578817,196.0540782,10.27562981,4.165889902,6.464844145,20.90636385,32.22163931,,32.22163931,41.99331593,48.93834428,23.29516923,8.481307623,26.70264784,35.18395547,1028.1090769999998
1984,A.3.3.3: Expenditures by year,544.2242566000001,114.15553519999999,212.6152161,10.41651988,4.594915209,7.068910902000001,22.08034599,36.81904563,,36.81904563,44.51305805,53.75297725,25.27935815,9.593303732,28.70610253,38.29940626,1091.739199
1985,A.3.3.3: Expenditures by year,570.2858748,118.65834380000001,230.70552940000002,10.66126231,5.046646288,8.303479686000001,24.01138828,43.28917464,,43.28917464,47.86168524,58.65168599,26.96354804,10.79547128,33.34083275,44.13630402,1164.563534
1986,A.3.3.3: Expenditures by year,610.5880396000001,114.2644121,252.781504,11.00198737,5.595656965,9.986343831000001,26.58398817,50.54206231,,50.54206231,51.78093072,60.15667932,28.12841168,12.79658927,38.66037853,51.45696779,1246.2829960000001
1987,A.3.3.3: Expenditures by year,648.5803224,118.42030859999998,274.7275493,10.82337572,5.947433483999999,10.44874729,27.21955649,56.4373047,,56.4373047,52.59440468,62.79972505,29.4775972,11.98089529,43.17710472,55.15800001,1325.4147679999999
1988,A.3.3.3: Expenditures by year,690.3119592999999,129.4361466,293.4277892,11.61953659,6.746790128,11.047340400000001,29.41366712,63.54900212,,63.54900212,57.87209358,66.67460178,29.82776591,12.83278489,50.91703168,63.74981657,1424.262842
1989,A.3.3.3: Expenditures by year,742.9487362000001,140.3318826,308.72990150000004,12.83899571,7.537041658,12.51848624,32.89452360000001,72.24101307,,72.24101307,62.40108829,71.60788392,31.6984962,14.40826812,58.99634032,73.40460843,1536.258134
1990,A.3.3.3: Expenditures by year,741.1545254,184.1481419,328.22144069999996,13.41988569,8.516682744,13.71261475,35.64918319,82.23713152,,82.23713152,62.83223886,80.56318179,36.96692229,16.44620987,75.09731748,91.54352734,1643.3162929999999
1991,A.3.3.3: Expenditures by year,777.1012407000001,209.34748369999997,357.2577867,13.83913746,9.471716289,15.79964469,39.11049843,92.91431548,,92.91431548,60.13950644,86.18215744,37.21305521,16.65417192,91.04512273,107.6992946,1766.965339
1992,A.3.3.3: Expenditures by year,798.5526521,220.46256519999997,361.3238743,13.91780635,9.243802959,16.58758204,39.74919135,102.4043143,,102.4043143,59.74843581,90.90864973,37.31029332,19.63768654,93.92402129,113.5617078,1824.021684
1993,A.3.3.3: Expenditures by year,788.6201252999999,215.82936099999998,359.3316269,14.20108602,8.008235284,16.06021495,38.26953625,106.0466166,,106.0466166,57.53541679999999,93.84143728,37.38639799,18.49150661,95.58700737,114.07851399999998,1810.939032
1994,A.3.3.3: Expenditures by year,761.9814064,216.08776740000002,363.2267764,14.43593587,7.6278196739999995,14.80129602,36.86505157,106.438225,,106.438225,67.00780231,102.4499234,40.12046297,17.87518459,101.2894449,119.16462949999999,1813.3420449999999
1995,A.3.3.3: Expenditures by year,745.6581056,221.7616119,358.556798,13.92837971,6.72710752,14.59392148,35.24940871,114.8773881,,114.8773881,62.24710561,107.047286,40.03739716,16.3354964,102.43487040000001,118.7703668,1804.2054679999999
1996,A.3.3.3: Expenditures by year,742.8779157,222.59556490000003,359.72545099999996,12.62986421,6.649665712999999,14.39273051,33.67226043,112.5013428,,112.5013428,56.93651039,110.6939065,38.99098803,15.78069579,101.90799009999999,117.68868590000001,1795.6826260000003
1997,A.3.3.3: Expenditures by year,745.8865671,228.5118162,371.2634256,12.2103047,7.192882699,14.98433938,34.38752678,120.3308466,,120.3308466,58.76972971,114.3836036,40.69294319,23.94366186,107.81047620000001,131.75413799999998,1845.980597
1998,A.3.3.3: Expenditures by year,780.2615501,237.83712459999998,385.5759675,11.68202472,6.786486695,15.95203536,34.42054677,132.88843390000002,,132.88843390000002,62.14085705,142.4318255,44.5671101,24.33586906,117.58039029999999,141.9162594,1962.039675
1999,A.3.3.3: Expenditures by year,814.1056147999999,249.2673724,403.0863685,12.4995933,7.212112478,17.22556559,36.93727137,149.6952672,,149.6952672,86.39745699,145.3483717,47.72219224,22.80253092,126.212018,149.0145489,2081.5744640000003
2000,A.3.3.3: Expenditures by year,878.1886081,266.2493443,425.08780889999997,12.95660227,7.509786595,18.80943295,39.27582182,172.545117,,172.545117,102.15122209999998,159.5463388,51.99023278,28.46270645,133.8136714,162.2763779,2257.310872
2001,A.3.3.3: Expenditures by year,922.1595642999999,283.1721198,451.3527877,13.11091934,7.98807498,18.02802229,39.12701661,195.7072343,,195.7072343,110.24401470000001,180.5779399,55.99474642,40.81706121,138.0456605,178.8627217,2417.198146
2002,A.3.3.3: Expenditures by year,978.0369856000001,296.6983464,476.1948767,13.43768382,7.645627361,16.61826437,37.70157555,217.27494,,217.27494,117.95448950000001,185.3410075,59.16107853,37.81451195,140.9237001,178.7382121,2547.101512
2003,A.3.3.3: Expenditures by year,1038.739265,310.7064628,507.77650980000004,12.92234608,7.7028918189999995,16.63493071,37.26016861,239.13954930000003,,239.13954930000003,132.00757099999998,216.9305318,63.85104542,41.83448166,144.60771640000002,186.442198,2732.853301
2004,A.3.3.3: Expenditures by year,1102.347362,332.2134943,533.9552084,13.28930027,7.823123306,16.58768934,37.70011291,258.53638019999994,,258.53638019999994,137.8917064,218.0876332,66.6694393,43.68517341,145.58151669999998,189.26669009999998,2876.668027
2005,A.3.3.3: Expenditures by year,1148.559715,342.4287476,566.4341441,13.93839188,6.902854744,14.53540661,35.37665323,276.1590844,,276.1590844,158.3498741,241.8554514,72.22301058,44.93894407,154.8315896,199.7705337,3041.157214
2006,A.3.3.3: Expenditures by year,1219.03922,355.9515599,606.1667292000001,15.48669246,7.108755832999999,14.82307212,37.41852042,294.61724239999995,,294.61724239999995,159.21419440000003,259.9701341,73.51416382,52.77032203,163.9270616,216.69738360000002,3222.589148
2007,A.3.3.3: Expenditures by year,1288.533349,370.70800330000003,647.9191327999999,16.47529146,7.292613007999999,16.47898295,40.24688742,308.4443859,,308.4443859,173.453835,275.3324989,77.51637458,58.33222208,176.3402144,234.67243650000003,3416.826903
2008,A.3.3.3: Expenditures by year,1364.468122,385.2522743,703.5336126,17.64935183,7.950944121,18.63406458,44.23436053,323.0528542,,323.0528542,203.3646647,285.4147859,73.60991992,72.2801922,193.6579621,265.9381543,3648.868748
2009,A.3.3.3: Expenditures by year,1436.616961,406.5851107,751.6163953,19.81597458,8.802983447999999,19.58188562,48.20084365,341.77601739999994,,341.77601739999994,215.3446471,291.9596659,73.30757989,69.43790391,202.1770646,271.61496850000003,3837.0221890000003
2010,A.3.3.3: Expenditures by year,1519.402609,424.04938619999996,797.9907024,21.07249456,9.195304805,19.79323296,50.06103232,345.13458210000005,,345.13458210000005,236.54201600000002,290.1971608,71.43645155,63.16449794,207.2802033,270.4447013,4005.2586409999994
2011,A.3.3.3: Expenditures by year,1566.81761,429.1407871,839.8182828,21.06321238,9.71912304,20.81966488,51.6020003,349.0447412,,349.0447412,227.0730127,302.4278545,71.02886724,60.74820233,209.0861414,269.8343437,4106.787499
2012,A.3.3.3: Expenditures by year,1596.3454880000002,434.2452281,859.3051685,22.2191597,10.20912151,21.92898246,54.35726367,345.012205,,345.012205,233.98223769999998,313.2389011,73.2997693,60.49351564,211.0793875,271.5729032,4181.359164
2013,A.3.3.3: Expenditures by year,1612.705431,443.1620187,889.4058366,22.42615405,10.2337381,20.20122858,52.86112073,342.6511392,,342.6511392,211.80567680000001,323.8645197,73.49917429,58.78695597,213.98075419999998,272.7677102,4222.722627
2014,A.3.3.3: Expenditures by year,1623.206823,453.23377639999995,915.9398229000001,22.86373923,10.953519400000001,18.50110277,52.3183614,352.45540800000003,,352.45540800000003,194.3529992,340.3212626,72.20599858,62.01687053,217.97964900000002,279.9965195,4284.030971
2015,A.3.3.3: Expenditures by year,1641.281141,485.24246730000004,947.2781509,23.80302752,11.97449057,31.99363152,67.77114962,367.1049588,,367.1049588,198.559026,349.1076342,70.71660296,59.28774298,244.22347090000002,303.5112138,4430.5723450000005
2016,A.3.3.3: Expenditures by year,1647.582042,492.8287595,974.5838263,25.07981543,12.68899175,36.45972297,74.22853015,371.3401872,,371.3401872,178.6962081,359.1853868,72.11168679,61.44124248,255.3916398,316.83288230000005,4487.3895090000005
2017,A.3.3.3: Expenditures by year,1688.22781,509.4217063,994.3553217,25.53718219,13.1543439,39.48621542,78.17774152,373.10208639999996,,373.10208639999996,179.2847499,370.3198292,73.3117358,61.25390153,265.5141258,326.7680273,4592.969008
2018,A.3.3.3: Expenditures by year,1738.773466,528.0805833000001,1015.580611,26.53869721,13.70010394,41.09127997,81.33008113,388.14664889999995,,388.14664889999995,166.2407612,383.0634421,74.42585574,62.97194922,276.8145836,339.78653280000003,4715.427982
